,Unnamed: 0,bed,bathroom,location,year_built,heating,air_conditioner,basement,security,construction,Floor,fireplace,Roof,Parking,Property_type,zipcode,area,county,salary,price
1490,1491,2.0,2.0,"DENVER, CO 80219",1955.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80219,"1,602 SqFt.",Denver,36565.0,
3803,3840,4 bed,1 bath,,2018.0,Forced Air,Central Air,,,,"Carpet,Laminate,Linoleum,Tile",,Composition,2.0,Multi Family,80239,$244 / sq ft,Denver,44094.0,"$475,000"
2157,2158,1.0,1.0,"DENVER, CO 80221",2020.0,"Forcedair, Naturalgas",Centralair,,,,,,,1.0,Residential,80221,776 SqFt.,Adams,39522.0,"$415,500"
729,730,4.0,4.0,"DENVER, CO 80210",1962.0,"Baseboard, Hotwater",Atticfan,,,,"Laminate, Wood",,,2.0,Residential,80210,"3,126 SqFt.",Denver,49953.0,"$799,000"
3915,3954,4 bed,2 bath,,1972.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Concrete,2.0,Single Family Residence,80237,$300 / sq ft,Denver,51612.0,"$990,000"
3245,3255,4 Beds,3 Baths,,1970,Forced Air,Central Air,,,,,"Family/Recreation Room Fireplace, Single Fireplace",,2 spaces,Single Family Residence,80227,"1,957 SqFt",Jefferson,50816.0,"$545,000"
2222,2223,2.0,1.0,"DENVER, CO 80203",1906.0,Forcedair,,,,,Wood,,,,Residential,80203,705 SqFt.,Denver,27444.0,"$305,000"
1745,1746,3.0,3.0,"DENVER, CO 80239",1977.0,"Forcedair, Naturalgas, Solar",None,,,,"Carpet, Linoleum",,,5.0,Residential,80239,"2,229 SqFt.",Denver,44094.0,"$429,000"
3725,3761,1 bed,1 bath,,1971.0,Forced Air,Central Air,,,,"Carpet,Laminate,Tile",,,,Condominium,80209,$521 / sq ft,Denver,57519.0,"$399,900"
3248,3258,2 Beds,2 Baths,,1998,Forced Air,Central Air,,,,,"Gas, Gas Logs Included, Living Room, Single Fireplace",,2 spaces,Townhouse,80220,"1,429 SqFt",Denver,44475.0,"$669,000"
3458,3472,1 Bed,2 Baths,,1964,Hot Water,,,,,,,,1 space,Townhouse,80222,843 SqFt,Denver,41932.0,"$320,000"
1110,1111,5.0,2.0,"DENVER, CO 80236",1956.0,Forcedair,None,,,,"Carpet, Tile",,,4.0,Residential,80236,"2,451 SqFt.",Denver,45121.0,"$510,000"
3307,3317,3 Beds,4 Baths,,2018,Forced Air,Central Air,,,,,,,2 spaces,Townhouse,80222,"1,604 SqFt",Denver,41932.0,"$600,000"
3997,4036,2 bed,2 bath,,1949.0,Forced Air,Central Air,,,,"Carpet,Wood",,Composition,2.0,Single Family Residence,80210,$480 / sq ft,Denver,49953.0,"$900,000"
4448,4498,3 bed,2 bath,,2010.0,"Electric,Forced Air",Central Air,,,,"Carpet,Linoleum",,Composition,2.0,Single Family Residence,80249,$258 / sq ft,Denver,63343.0,"$450,000"
4405,4453,1 bed,1 bath,,2002.0,"Forced Air,NaturalGas",Central Air,,,,Wood,,,1.0,Condominium,80202,$491 / sq ft,Denver,31295.0,"$550,000"
346,347,Studio-2 Beds,1-2 Baths,"Lakewood, CO 80214",Year Built: 2021,,,,,,,,,,Property Type: Apartment,80214,,Jefferson,35134.0,"$1,305 - $2,685/mo"
1185,1186,6.0,6.0,"DENVER, CO 80220",2006.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Stone, Wood",,,4.0,Residential,80220,"6,303 SqFt.",Denver,44475.0,"$2,895,000"
3971,4010,3 bed,2 bath,,1999.0,,,,,,,,,,,80229,$216 / sq ft,Adams,43698.0,"$495,000"
1515,1516,2.0,2.0,"DENVER, CO 80204",1959.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,3.0,Residential,80204,"1,788 SqFt.",Denver,28247.0,"$869,000"
4645,4702,4 bed,3 bath,,1964.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Wood",,Composition,2.0,Single Family Residence,80237,$285 / sq ft,Denver,51612.0,"$700,000"
578,579,2 Beds,2 Baths,"Denver, CO 80206",Year Built: 1983,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80206,,Denver,40879.0,
75,75,1-2 Beds,1-2 Baths,8223 W Floyd Ave,Year Built: 1983,,,,,,,,,,Property Type: Apartment,80227,,Jefferson,50816.0,"$1,315 - $1,616/mo"
1429,1430,2.0,2.0,"DENVER, CO 80211",1925.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80211,"2,063 SqFt.",Denver,35753.0,
4939,5011,4 bed,1 bath,,1944.0,Forced Air,Central Air,,,,"Carpet,Linoleum",,Composition,,Single Family Residence,80231,$294 / sq ft,Denver,40908.0,"$839,900"
4407,4455,3 bed,1 bath,,2005.0,Forced Air,Central Air,,,,"Carpet,Tile",,"Architectural,Shingle",,Multi Family,80219,$320 / sq ft,Denver,36565.0,"$375,000"
2725,2726,"3
Beds","1
Bath","215 S Knox Court, Denver, CO 80219","This home is located at 215 S Knox Court Denver, Co 80219 Us and has been listed on Homes.com since 27 August 2021 and is currently priced at $400,000, approximately $306 per square foot. This property was built in 1940. 215 S Knox Court is within the school district(s) Denver Public Schools with nearby schools including Barnum Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 178 S Yates Way, 350 Brentwood St, 1350 S Utica St, 5320 W 13th Ave, 45 S Julian St, 1365 Brentwood St, 215 S Knox Ct, 1861 S Shoshone St, 1672 S Knox Ct, and 2010 W Jewell Ave.",Heating: Yes,Cooling: Yes,,,Architectural Style: Other Style,,Fireplace : Yes,,Garage: Yes,,80219,"1,307
Sq. Ft.",Denver,36565.0,"$400,000"
4926,4995,1 bed,1 bath,,2020.0,"Electric,Heat Pump",Central Air,,,,"Tile,Wood",,Membrane,1.0,Condominium,80204,$608 / sq ft,Denver,28247.0,"$580,000"
1846,1847,2.0,3.0,"DENVER, CO 80249",1998.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80249,"1,294 SqFt.",Denver,63343.0,
131,131,1-3 Beds,1-2 Baths,"Aurora, CO 80012",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80012,,Arapahoe,42222.0,"$1,390 - $2,880/mo"
178,178,Studio-3 Beds,1-2.5 Baths,"Denver, CO 80230",Year Built: 2001,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80230,,Denver,51855.0,"$1,411 - $2,884/mo"
4069,4109,3 bed,2 bath,,2019.0,"Forced Air,Heat Pump","Ceiling Fan(s),Central Air",,,,,,,2.0,,80202,$756 / sq ft,Denver,31295.0,"$1,195,000"
4443,4493,1 bed,1 bath,,1963.0,Baseboard,,,,,,,Membrane,,Condominium,80206,$349 / sq ft,Denver,40879.0,"$225,000"
2669,2670,"2
Beds","1
Bath","6800 E Tennessee Avenue Unit# 631, Denver, CO 80224","This home is located at 6800 E Tennessee Avenue Unit# 631 Denver, Co 80224 Us and has been listed on Homes.com since 15 October 2021 and is currently priced at $215,000, approximately $249 per square foot. This property was built in 1973. 6800 E Tennessee Avenue Unit# 631 is within the school district(s) Denver Public Schools with nearby schools including Mcmeen Elementary School, Hill Campus Of Arts And Sciences, and George Washington High School. Similar properties nearby are 2700 S Holly St 112, 6800 E Tennessee Ave 373, 9655 E Center Ave 9c, 705 S Alton Way, 34 Nome Way C, 6800 E Tennessee Ave 433, 9355 E Center Ave 2d, 700 S Alton Way 2b, 775 S Alton Way, and 775 S Alton Way 12d.","Heating Details: Other, Gas",Cooling: Yes,,,Construction Materials: Brick,"Flooring: Tile, Wall to Wall Carpet",Fireplace : Yes,Roof: Composition Shingle,Total Number of Parking Spaces: 1,,80224,"864
Sq. Ft.",Denver,45504.0,"$215,000"
2497,2498,"3
Beds","3
Baths","3950 S Oak Street, Denver, CO 80235","This home is located at 3950 S Oak Street Denver, Co 80235 Us and has been listed on Homes.com since 14 January 2022 and is currently priced at $1,499,999, approximately $352 per square foot. This property was built in 1987. 3950 S Oak Street is within the school district(s) Jeffco Public Schools with nearby schools including Bear Creek K-8 School, Carmody Middle School, and Bear Creek High School. Similar properties nearby are 3950 S Oak St, 6100 W Bowles Ave, 6080 W Harvard Dr, 5400 S Alkire St, 6188 W Ida Dr, and 8800 W Jefferson Ave.",Heating Details: Forced Air,Cooling Details: Central Air,,,"Construction Materials: Brick, Frame","Flooring: Carpet, Linoleum, Tile, Wood",,,,Building Features: House,80235,"4,256
Sq. Ft.",Jefferson,46568.0,"$1,499,999"
1842,1843,4.0,3.0,"DENVER, CO 80221",2018.0,,,,,,,,,,Single Family Residence / Townhouse,80221,"2,138 SqFt.",Adams,39522.0,
2078,2079,2.0,3.0,"DENVER, CO 80211",2021.0,Naturalgas,Centralair,,,,"Carpet, Laminate, Tile",,,1.0,Residential,80211,"1,420 SqFt.",Denver,35753.0,"$693,000"
3697,3733,1 bed,1 bath,,2019.0,"Forced Air,NaturalGas",Central Air,,,,Laminate,,Membrane,,Condominium,80211,$701 / sq ft,Denver,35753.0,"$374,900"
4681,4740,3 bed,1 bath,,1933.0,Forced Air,,,,,,,"Architectural,Shingle",,Single Family Residence,80219,$285 / sq ft,Denver,36565.0,"$345,000"
604,605,5.0,7.0,"DENVER, CO 80206",1952.0,Floorfurnace,Centralair,,,,,,,8.0,Residential,80206,"8,328 SqFt.",Denver,40879.0,"$1,800,000"
4343,4391,1 bed,1 bath,,1960.0,Hot Water,,,,,"Carpet,Wood",,,,Condominium,80218,$435 / sq ft,Denver,33162.0,"$259,900"
25,25,2 Beds,1 Bath,"Denver, CO 80222",Year Built: 1952,Heating: Forced Air,Air Conditioning: Central Air,,"Security: Carbon Monoxide Detector(s), Smoke Detector(s)",Construction Materials: Frame,,,Roof: Composition,Parking Spaces: 1,Property Type: Residential,80222,,Denver,41932.0,"$535,000"
658,659,3.0,2.0,"DENVER, CO 80223",1957.0,"Forcedair, Naturalgas",Evaporativecooling,,,,"Carpet, Wood",,,3.0,Residential,80223,"2,580 SqFt.",Denver,32853.0,"$499,000"
3747,3783,2 bed,2 bath,,1978.0,Electric,Central Air,,,,,,,,Condominium,80231,$303 / sq ft,Denver,40908.0,"$280,000"
4444,4494,3 bed,2 bath,,2017.0,Forced Air,Central Air,,,,,,Composition,2.0,Multi Family,80239,$270 / sq ft,Denver,44094.0,"$415,000"
2164,2165,4.0,2.0,"DENVER, CO 80221",2021.0,Forcedair,Centralair,,,,"Carpet, Laminate",,,2.0,Residential Income,80221,"1,465 SqFt.",Adams,39522.0,"$272,000"
173,173,1-2 Beds,1-2 Baths,"Denver, CO 80211",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80211,,Denver,35753.0,"$1,785 - $2,870/mo"
1611,1612,2.0,1.0,"DENVER, CO 80229",1975.0,Forcedair,Centralair,,,,"Carpet, Linoleum",,,2.0,Residential,80229,924 SqFt.,Adams,43698.0,"$259,900"
437,438,2 Beds,1 Bath,"Wheat Ridge, CO 80033",,,,,,,,,,,Property Type: Apartment,80033,,Jefferson,38537.0,"$1,295/mo"
331,332,1-2 Beds,1-2 Baths,"Denver, CO 80202",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80202,,Denver,31295.0,"$1,865 - $3,110/mo"
4068,4108,1 bed,1 bath,,2022.0,Forced Air,Central Air,,,,,,,1.0,,80214,$620 / sq ft,Jefferson,35134.0,"$330,000"
1454,1455,3.0,2.0,"DENVER, CO 80219",1934.0,Forcedair,None,,,,"Carpet, Tile, Wood",,,,Residential,80219,"1,456 SqFt.",Denver,36565.0,"$460,000"
342,343,1-4 Beds,1-2.5 Baths,"Denver, CO 80216",Year Built: 2016,,,,,,,,,,Property Type: Apartment,80216,,Denver,30735.0,"$1,800 - $3,500/mo"
3347,3357,2 Beds,2 Baths,,1998,Forced Air,Central Air,,,,,,,,Condominium,80123,"1,041 SqFt",Jefferson,63482.0,"$344,900"
2521,2522,"3
Beds","3
Baths","1757 N Williams Street #1, Denver, CO 80218","This home is located at 1757 N Williams Street #1 Denver, Co 80218 Us and has been listed on Homes.com since 13 January 2022 and is currently priced at $799,000, approximately $478 per square foot. This property was built in 2022. 1757 N Williams Street #1 is within the school district(s) Denver Public Schools with nearby schools including Cole Arts And Science Academy, Mcauliffe Manual Middle School, and East High School. Similar properties nearby are 1042 Clarkson St, 3920 Quivas St, 1512 Larimer St, 701 N Downing St, 805 E 7th Ave 10, 2280 Ash St, and 1497 W 44th Ave.",Heating Details: Forced Air,"Cooling Details: Air Conditioning Room, Central Air",,,"Construction Materials: Brick, Vinyl Siding, Wood Siding","Flooring: Carpet, Tile, Wood",,"Roof: Membrane, Other",Garage: 1 0,Building Features: Duplex,80218,"1,673
Sq. Ft.",Denver,33162.0,"$799,000"
1088,1089,3.0,3.0,"DENVER, CO 80238",2004.0,Forcedair,Centralair,,,,Vinyl,,,2.0,Residential,80238,"1,509 SqFt.",Denver,39381.53220255654,"$639,000"
479,480,2 Beds,1 Bath,"Lakewood, CO 80215",,,,,,,,,,,Property Type: Apartment,80215,,Jefferson,42604.0,"$1,400/mo"
727,728,5.0,4.0,"DENVER, CO 80218",1940.0,"Baseboard, Radiant",Centralair,,,,"Carpet, Tile, Wood",,,4.0,Residential,80218,"3,704 SqFt.",Denver,33162.0,"$1,425,000"
4829,4893,1 bed,1 bath,,2020.0,Forced Air,Central Air,,,,"Tile,Wood",,,1.0,Condominium,80202,"$1,080 / sq ft",Denver,31295.0,"$1,075,000"
976,977,4.0,3.0,"DENVER, CO 80204",1884.0,Forcedair,Centralair,,,,"Carpet, Wood",,,1.0,Residential,80204,"2,222 SqFt.",Denver,28247.0,"$815,000"
3535,3562,,1 Bath,,"New Const., 2020","Forced Air, Hot Water",Central Air,,,,,,,1 space,Townhouse,80205,357 SqFt,Denver,28545.0,"$260,000"
4656,4713,3 bed,2 bath,,2004.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Single Family Residence,80220,$292 / sq ft,Denver,44475.0,"$925,000"
4088,4129,2 bed,1 bath,,1983.0,Forced Air,"Ceiling Fan(s),Central Air",,,,,,Composition,1.0,,80231,$223 / sq ft,Denver,40908.0,"$284,000"
1468,1469,3.0,3.0,"DENVER, CO 80239",2011.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80239,"2,495 SqFt.",Denver,44094.0,
1224,1225,3.0,5.0,"DENVER, CO 80206",2017.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80206,"3,426 SqFt.",Denver,40879.0,
4592,4647,4 bed,4 bath,,1948.0,Forced Air,Central Air,,,,,,Composition,,Multi Family,80221,$554 / sq ft,Adams,39522.0,"$1,595,000"
1952,1953,5.0,3.0,"DENVER, CO 80231",1986.0,Naturalgas,Centralair,,,,"Carpet, Tile, Wood",,,3.0,Residential,80231,"2,535 SqFt.",Denver,40908.0,"$625,000"
4805,4869,,,,,,,,,,,,,,,80209,N/A / sq ft,Denver,57519.0,"$4,500,000"
1892,1893,3.0,3.0,"DENVER, CO 80222",1974.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80222,"2,434 SqFt.",Denver,41932.0,
1299,1300,1.0,1.0,"DENVER, CO 80204",2020.0,"Electric, Heatpump",Centralair,,,,"Tile, Wood",,,1.0,Residential,80204,954 SqFt.,Denver,28247.0,"$580,000"
3288,3298,2 Beds,1 Bath,,1951,,Central Air,,,,,None,,1 space,Single Family Residence,80205,808 SqFt,Denver,28545.0,"$590,000"
4575,4630,4 bed,4 bath,,2021.0,Forced Air,Central Air,,,,,,"Composition,Metal",2.0,Single Family Residence,80211,$511 / sq ft,Denver,35753.0,"$1,659,999"
660,661,2.0,2.0,"DENVER, CO 80222",1970.0,"Forcedair, Naturalgas",Centralair,,,,"Concrete, Laminate",,,1.0,Residential,80222,889 SqFt.,Denver,41932.0,"$199,900"
3934,3973,5 bed,1 bath,,1960.0,"Baseboard,Hot Water,NaturalGas",,,,,"Carpet,Tile,Vinyl",,Composition,1.0,Single Family Residence,80236,$258 / sq ft,Denver,45121.0,"$800,000"
3588,3622,3 bed,1 bath,,1955.0,Forced Air,"Ceiling Fan(s),Evaporative Cooling",,,,,,Composition,3.0,,80219,$439 / sq ft,Denver,36565.0,"$510,000"
2757,2758,"2
Beds","2
Baths","1616 S Broadway Unit# 313, Denver, CO 80210","This home is located at 1616 S Broadway Unit# 313 Denver, Co 80210 Us and has been listed on Homes.com since 19 February 2021 and is currently priced at $625,000, approximately $406 per square foot. This property was built in 2017. 1616 S Broadway Unit# 313 is within the school district(s) Denver Public Schools with nearby schools including Mckinley-thatcher Elementary School, Grant Beacon Middle School, and South High School. Similar properties nearby are 800 Pearl St 704, 400 E 3rd Ave 601, 130 Pearl St 1001, 424 E 1st Ave 1c, 433 Corona St, 2180 S Josephine St 3, 3131 E Alameda Ave 1705, 1616 S Broadway #313, and 800 Pearl St 1010.","Heating Details: Forced Air, Gas, Other",Cooling: Yes,,,"Construction Materials: Brick, Stucco, Wood Frame","Flooring: Tile, Hardwood, Wall to Wall Carpet",Fireplace : Yes,,Number of Garage Spaces: 1,,80210,"1,541
Sq. Ft.",Denver,49953.0,"$625,000"
2949,2950,3,2,"Denver, CO 80207",1949.0,,,,,,,,,,Single Family Residential,80207,"2,106",Denver,41722.0,"$510,000"
3792,3829,1 bed,1 bath,,2020.0,"Electric,Heat Pump",,,,,,,Membrane,,Multi Family,80223,$559 / sq ft,Denver,32853.0,"$409,500"
2170,2171,3.0,2.0,"DENVER, CO 80211",1904.0,Forcedair,None,,,,"Laminate, Tile",,,2.0,Residential,80211,"1,350 SqFt.",Denver,35753.0,"$570,000"
3024,3025,5,5,"Denver, CO 80210",2007.0,,,,,,,,,,Single Family Residential,80210,"6,690",Denver,49953.0,"$2,200,000"
267,268,Studio-2 Beds,1-3 Baths,"Denver, CO 80210",Year Built: 2018,,,,,,,,,,Property Type: Apartment,80210,,Denver,49953.0,"$1,951 - $3,233/mo"
2677,2678,"3
Beds","3
Baths","4617 S Kipling Circle, Denver, CO 80127","This home is located at 4617 S Kipling Circle Denver, Co 80127 Us and has been listed on Homes.com since 10 December 2021 and is currently priced at $591,070, approximately $207 per square foot. This property was built in 2022. 4617 S Kipling Circle is within the school district(s) Jeffco Public Schools with nearby schools including Peiffer Elementary School, Carmody Middle School, and Bear Creek High School.",Heating Details: Forced Air,Cooling Details: Central Air,Basement: Yes,,"Construction Materials: Brick, Concrete, Frame, Stone, Vinyl Siding","Flooring: Carpet, Concrete, Tile, Vinyl, Wood",,Roof: Composition,Garage: 2 0,Building Features: Duplex,80127,"2,852
Sq. Ft.",Jefferson,82563.0,"$591,070"
3095,3096,4,4,"Denver, CO 80210",2008.0,,,,,,,,,,Single Family Residential,80210,"4,215",Denver,49953.0,"$1,250,000"
2311,2312,4.0,2.0,"DENVER, CO 80218",1904.0,Forcedair,Centralair,,,,,,,5.0,Residential,80218,"2,338 SqFt.",Denver,33162.0,"$950,000"
3662,3697,4 bed,1 bath,,2017.0,Forced Air,Central Air,,,,"Carpet,Tile",,Composition,2.0,Single Family Residence,80249,$251 / sq ft,Denver,63343.0,"$485,000"
3610,3644,4 bed,1 bath,,1971.0,Forced Air,Central Air,,,,"Carpet,Tile",,"Architectural,Shingle",1.0,Single Family Residence,80239,$399 / sq ft,Denver,44094.0,"$415,000"
3688,3724,3 bed,2 bath,,2021.0,Forced Air,"Ceiling Fan(s),Central Air",,,,,,Composition,2.0,,80221,$374 / sq ft,Adams,39522.0,"$860,000"
3163,3168,3,5,"Denver, CO 80211",2016.0,,,,,,,,,,Townhouse,80211,"4,320",Denver,35753.0,"$2,799,998"
1278,1279,2.0,2.0,"DENVER, CO 80231",1982.0,Forcedair,Centralair,,,,,,,1.0,Residential Income,80231,"1,238 SqFt.",Denver,40908.0,"$424,900"
4616,4671,1 bed,1 bath,,1967.0,"Forced Air,NaturalGas",Central Air,,,,Carpet,,Tar Gravel,,Condominium,80202,$456 / sq ft,Denver,31295.0,"$288,000"
3043,3044,2,2,"Denver, CO 80237",2001.0,,,,,,,,,,Condo,80237,"1,601",Denver,51612.0,"$700,000"
3339,3349,2 Beds,2 Baths,,1971,Forced Air,"Central Air, Ceiling Fan(s)",,,,,"Living Room, Single Fireplace",,2 spaces,Townhouse,80209,"1,272 SqFt",Denver,57519.0,"$600,000"
1621,1622,2.0,1.0,"DENVER, CO 80221",1947.0,Forcedair,None,,,,"Linoleum, Wood",,,3.0,Residential,80221,725 SqFt.,Adams,39522.0,"$429,000"
4073,4113,8 bed,,,1962.0,Forced Air,"Ceiling Fan(s),Evaporative Cooling",,,,,,Composition,8.0,Condominium,80226,$261 / sq ft,Jefferson,45012.0,"$875,000"
2905,2906,4,2,"Denver, CO 80239",1982.0,,,,,,,,,,Single Family Residential,80239,"1,880",Denver,44094.0,"$455,000"
1896,1897,4.0,2.0,"DENVER, CO 80249",1983.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential,80249,"1,951 SqFt.",Denver,63343.0,"$475,000"
3889,3928,2 bed,1 bath,,1962.0,Hot Water,Central Air,,,,,,Composition,,Condominium,80220,$309 / sq ft,Denver,44475.0,"$325,000"
3867,3906,2 bed,1 bath,,2013.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Multi Family,80210,$479 / sq ft,Denver,49953.0,"$659,000"
2804,2805,"3
Beds","3
Baths","844 N Humboldt Street #1, Denver, CO 80218","This home is located at 844 N Humboldt Street #1 Denver, Co 80218 Us and has been listed on Homes.com since 17 January 2022 and is currently priced at $1,090,000, approximately $465 per square foot. This property was built in 1923. 844 N Humboldt Street #1 is within the school district(s) Denver Public Schools with nearby schools including Dora Moore School, Morey Middle School, and East High School. Similar properties nearby are 1361 Elizabeth St, 1827 N Grant St 302, 2280 Ash St, 844 N Humboldt St 1, 1625 Larimer St 2007, 610 Adams St, 2917 Umatilla St, 1042 Clarkson St, and 1718 N Gaylord St.","Heating Details: Hot Water, Natural Gas",,Basement: Yes,,"Construction Materials: Brick, Stucco","Flooring: Carpet, Tile, Wood",,Roof: Spanish Tile,Garage: 1 0,Building Features: Low Rise 1 3,80218,"2,346
Sq. Ft.",Denver,33162.0,"$1,090,000"
67,67,Studio-1 Bed,1 Bath,"Denver, CO 80203",Year Built: 1959,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80203,,Denver,27444.0,"$1,395 - $1,595/mo"
2555,2556,"1
Bed","1
Bath","800 N Washington Street #208, Denver, CO 80203","This home is located at 800 N Washington Street #208 Denver, Co 80203 Us and has been listed on Homes.com since 8 January 2022 and is currently priced at $285,000, approximately $451 per square foot. This property was built in 1958. 800 N Washington Street #208 is within the school district(s) Denver Public Schools with nearby schools including Dora Moore School, Morey Middle School, and East High School. Similar properties nearby are 1020 15th St 19d, 1660 S Pearl St, 2120 N Downing St, 352 S Lafayette St 103, 4110 Hale Pkwy 3f, 1020 15th St 28g, 1196 N Grant St 507, and 777 Washington St 1201.",Heating Details: Forced Air,Cooling Details: Central Air,,,Construction Materials: Concrete,Flooring: Vinyl,,Roof: Composition,Garage: 0 0,Building Features: Mid Rise 4 7,80203,"632
Sq. Ft.",Denver,27444.0,"$285,000"
3856,3894,4 bed,1 bath,,1958.0,Forced Air,Evaporative Cooling,,,,"Linoleum,Tile,Wood",,Composition,4.0,Single Family Residence,80221,$226 / sq ft,Adams,39522.0,"$460,000"
221,222,Studio-2 Beds,1-2 Baths,"Denver, CO 80205",Year Built: 2019,,,,,,,,,,Property Type: Apartment,80205,,Denver,28545.0,"$1,447 - $2,827/mo"
